Iteration	Payoff	Chain	Status	Baseline Natural Flux	Atmospheric Lifetime of N2O	Effective Sensitivity of Temperature on N2O Flux	
3160	   -55304.29	6	2	     9234388	         200	        0.06	
3160	   -55366.01	7	2	     9266313	   199.49274	        0.06	
3160	  -55304.139	8	2	   9234019.7	         200	        0.06	
3160	  -55304.057	9	2	   9232621.6	         200	        0.06	
3170	  -55304.889		2	   9232457.3	         200	 0.059995214	
3170	  -55304.191	1	2	   9232181.8	         200	        0.06	
3170	  -55494.793	2	2	   9308530.1	   198.54914	 0.059977915	
3170	  -55636.405	3	2	   9256029.6	         200	 0.058070119	
3170	  -55304.963	4	2	     9233669	   199.99167	        0.06	
3170	  -55304.516	5	2	   9231551.2	         200	        0.06	
3170	   -55304.29	6	2	     9234388	         200	        0.06	
3170	   -55366.01	7	2	     9266313	   199.49274	        0.06	
3170	  -55304.139	8	2	   9234019.7	         200	        0.06	
3170	  -55304.057	9	2	   9232621.6	         200	        0.06	
3180	  -55304.803		1	   9235191.5	         200	        0.06	
3180	  -55304.191	1	2	   9232181.8	         200	        0.06	
3180	  -55494.793	2	2	   9308530.1	   198.54914	 0.059977915	
3180	  -55636.405	3	2	   9256029.6	         200	 0.058070119	
3180	  -55304.963	4	2	     9233669	   199.99167	        0.06	
3180	  -55304.516	5	2	   9231551.2	         200	        0.06	
3180	   -55304.29	6	2	     9234388	         200	        0.06	
3180	    -55363.7	7	1	   9265270.4	   199.51901	        0.06	
3180	  -55304.139	8	2	   9234019.7	         200	        0.06	
3180	  -55304.057	9	2	   9232621.6	         200	        0.06	
3190	  -55304.803		2	   9235191.5	         200	        0.06	
3190	  -55304.191	1	2	   9232181.8	         200	        0.06	
3190	  -55494.793	2	2	   9308530.1	   198.54914	 0.059977915	
3190	  -55636.405	3	2	   9256029.6	         200	 0.058070119	
3190	  -55304.634	4	1	     9233669	   199.99456	        0.06	
3190	  -55304.516	5	2	   9231551.2	         200	        0.06	
3190	   -55304.29	6	2	     9234388	         200	        0.06	
3190	    -55363.7	7	2	   9265270.4	   199.51901	        0.06	
3190	  -55304.139	8	2	   9234019.7	         200	        0.06	
3190	  -55304.057	9	2	   9232621.6	         200	        0.06	
3200	  -55304.032		1	   9233590.7	         200	        0.06	
3200	  -55304.191	1	2	   9232181.8	         200	        0.06	
3200	  -55494.793	2	2	   9308530.1	   198.54914	 0.059977915	
3200	  -55636.405	3	2	   9256029.6	         200	 0.058070119	
3200	  -55304.634	4	2	     9233669	   199.99456	        0.06	
3200	  -55304.516	5	2	   9231551.2	         200	        0.06	
3200	   -55304.29	6	2	     9234388	         200	        0.06	
3200	    -55363.7	7	2	   9265270.4	   199.51901	        0.06	
3200	  -55304.139	8	2	   9234019.7	         200	        0.06	
3200	  -55304.057	9	2	   9232621.6	         200	        0.06	
3210	  -55304.032		2	   9233590.7	         200	        0.06	
3210	  -55304.191	1	2	   9232181.8	         200	        0.06	
3210	  -55494.793	2	2	   9308530.1	   198.54914	 0.059977915	
3210	  -55636.405	3	2	   9256029.6	         200	 0.058070119	
3210	  -55304.634	4	2	     9233669	   199.99456	        0.06	
3210	  -55304.516	5	2	   9231551.2	         200	        0.06	
3210	   -55304.29	6	2	     9234388	         200	        0.06	
3210	    -55363.7	7	2	   9265270.4	   199.51901	        0.06	
3210	  -55304.139	8	2	   9234019.7	         200	        0.06	
3210	  -55304.057	9	2	   9232621.6	         200	        0.06	
3220	  -55305.194		1	   9235103.1	   199.99394	        0.06	
3220	  -55304.191	1	2	   9232181.8	         200	        0.06	
3220	   -55494.33	2	1	   9311143.9	   198.54049	 0.059950899	
3220	  -55636.405	3	2	   9256029.6	         200	 0.058070119	
3220	  -55304.634	4	2	     9233669	   199.99456	        0.06	
3220	  -55304.516	5	2	   9231551.2	         200	        0.06	
3220	   -55304.29	6	2	     9234388	         200	        0.06	
3220	    -55363.7	7	2	   9265270.4	   199.51901	        0.06	
3220	  -55304.139	8	2	   9234019.7	         200	        0.06	
3220	  -55304.057	9	2	   9232621.6	         200	        0.06	
3230	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3230	  -55304.191	1	2	   9232181.8	         200	        0.06	
3230	   -55494.33	2	2	   9311143.9	   198.54049	 0.059950899	
3230	  -55636.405	3	2	   9256029.6	         200	 0.058070119	
3230	  -55304.634	4	2	     9233669	   199.99456	        0.06	
3230	  -55304.516	5	2	   9231551.2	         200	        0.06	
3230	   -55304.29	6	2	     9234388	         200	        0.06	
3230	  -55363.147	7	1	   9264223.9	   199.50061	        0.06	
3230	  -55304.139	8	2	   9234019.7	         200	        0.06	
3230	  -55304.057	9	2	   9232621.6	         200	        0.06	
3240	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3240	  -55304.191	1	2	   9232181.8	         200	        0.06	
3240	   -55494.33	2	2	   9311143.9	   198.54049	 0.059950899	
3240	  -55636.405	3	2	   9256029.6	         200	 0.058070119	
3240	  -55304.634	4	2	     9233669	   199.99456	        0.06	
3240	  -55304.516	5	2	   9231551.2	         200	        0.06	
3240	   -55304.29	6	2	     9234388	         200	        0.06	
3240	  -55363.147	7	2	   9264223.9	   199.50061	        0.06	
3240	  -55304.139	8	2	   9234019.7	         200	        0.06	
3240	  -55304.057	9	2	   9232621.6	         200	        0.06	
3250	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3250	  -55304.191	1	2	   9232181.8	         200	        0.06	
3250	   -55494.33	2	2	   9311143.9	   198.54049	 0.059950899	
3250	  -55636.405	3	2	   9256029.6	         200	 0.058070119	
3250	  -55304.634	4	2	     9233669	   199.99456	        0.06	
3250	  -55304.442	5	1	   9231671.4	         200	        0.06	
3250	   -55304.29	6	2	     9234388	         200	        0.06	
3250	  -55363.147	7	2	   9264223.9	   199.50061	        0.06	
3250	  -55304.139	8	2	   9234019.7	         200	        0.06	
3250	  -55304.057	9	2	   9232621.6	         200	        0.06	
3260	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3260	  -55304.191	1	2	   9232181.8	         200	        0.06	
3260	   -55459.45	2	1	   9288833.1	   198.90953	 0.059914742	
3260	  -55636.405	3	2	   9256029.6	         200	 0.058070119	
3260	  -55304.046	4	1	     9233669	         200	        0.06	
3260	  -55304.442	5	2	   9231671.4	         200	        0.06	
3260	   -55304.29	6	2	     9234388	         200	        0.06	
3260	  -55363.147	7	2	   9264223.9	   199.50061	        0.06	
3260	  -55304.139	8	2	   9234019.7	         200	        0.06	
3260	  -55304.057	9	2	   9232621.6	         200	        0.06	
3270	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3270	  -55304.191	1	2	   9232181.8	         200	        0.06	
3270	   -55459.45	2	2	   9288833.1	   198.90953	 0.059914742	
3270	  -55636.405	3	2	   9256029.6	         200	 0.058070119	
3270	  -55304.046	4	2	     9233669	         200	        0.06	
3270	  -55304.442	5	2	   9231671.4	         200	        0.06	
3270	   -55304.29	6	2	     9234388	         200	        0.06	
3270	  -55363.147	7	2	   9264223.9	   199.50061	        0.06	
3270	  -55304.139	8	2	   9234019.7	         200	        0.06	
3270	  -55304.057	9	2	   9232621.6	         200	        0.06	
3280	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3280	  -55306.174	1	1	   9236491.8	         200	        0.06	
3280	   -55459.45	2	2	   9288833.1	   198.90953	 0.059914742	
3280	  -55626.381	3	1	   9251019.5	         200	 0.058070119	
3280	  -55304.046	4	2	     9233669	         200	        0.06	
3280	  -55304.442	5	2	   9231671.4	         200	        0.06	
3280	   -55304.29	6	2	     9234388	         200	        0.06	
3280	  -55363.147	7	2	   9264223.9	   199.50061	        0.06	
3280	  -55304.139	8	2	   9234019.7	         200	        0.06	
3280	  -55304.057	9	2	   9232621.6	         200	        0.06	
3290	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3290	  -55306.174	1	2	   9236491.8	         200	        0.06	
3290	   -55459.45	2	2	   9288833.1	   198.90953	 0.059914742	
3290	  -55626.381	3	2	   9251019.5	         200	 0.058070119	
3290	  -55304.046	4	2	     9233669	         200	        0.06	
3290	  -55304.442	5	2	   9231671.4	         200	        0.06	
3290	   -55304.29	6	2	     9234388	         200	        0.06	
3290	  -55363.147	7	2	   9264223.9	   199.50061	        0.06	
3290	  -55304.139	8	2	   9234019.7	         200	        0.06	
3290	  -55304.057	9	2	   9232621.6	         200	        0.06	
3300	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3300	  -55306.174	1	2	   9236491.8	         200	        0.06	
3300	   -55459.45	2	2	   9288833.1	   198.90953	 0.059914742	
3300	  -55626.381	3	2	   9251019.5	         200	 0.058070119	
3300	  -55304.046	4	2	     9233669	         200	        0.06	
3300	  -55304.442	5	2	   9231671.4	         200	        0.06	
3300	   -55304.29	6	2	     9234388	         200	        0.06	
3300	  -55363.147	7	2	   9264223.9	   199.50061	        0.06	
3300	  -55304.139	8	2	   9234019.7	         200	        0.06	
3300	  -55304.057	9	2	   9232621.6	         200	        0.06	
3310	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3310	  -55306.174	1	2	   9236491.8	         200	        0.06	
3310	  -55458.385	2	1	   9291203.4	    198.9032	 0.059894038	
3310	  -55626.381	3	2	   9251019.5	         200	 0.058070119	
3310	  -55304.046	4	2	     9233669	         200	        0.06	
3310	  -55304.442	5	2	   9231671.4	         200	        0.06	
3310	   -55304.29	6	2	     9234388	         200	        0.06	
3310	  -55363.147	7	2	   9264223.9	   199.50061	        0.06	
3310	  -55304.139	8	2	   9234019.7	         200	        0.06	
3310	  -55304.057	9	2	   9232621.6	         200	        0.06	
3320	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3320	  -55306.174	1	2	   9236491.8	         200	        0.06	
3320	  -55458.385	2	2	   9291203.4	    198.9032	 0.059894038	
3320	   -55613.54	3	1	   9251019.5	         200	 0.058150026	
3320	  -55304.046	4	2	     9233669	         200	        0.06	
3320	  -55304.442	5	2	   9231671.4	         200	        0.06	
3320	   -55304.29	6	2	     9234388	         200	        0.06	
3320	  -55363.147	7	2	   9264223.9	   199.50061	        0.06	
3320	  -55304.139	8	2	   9234019.7	         200	        0.06	
3320	  -55304.057	9	2	   9232621.6	         200	        0.06	
3330	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3330	  -55306.174	1	2	   9236491.8	         200	        0.06	
3330	  -55458.385	2	2	   9291203.4	    198.9032	 0.059894038	
3330	   -55613.54	3	2	   9251019.5	         200	 0.058150026	
3330	  -55304.046	4	2	     9233669	         200	        0.06	
3330	  -55304.442	5	2	   9231671.4	         200	        0.06	
3330	   -55304.29	6	2	     9234388	         200	        0.06	
3330	  -55363.147	7	2	   9264223.9	   199.50061	        0.06	
3330	  -55304.139	8	2	   9234019.7	         200	        0.06	
3330	  -55304.057	9	2	   9232621.6	         200	        0.06	
3340	  -55305.194		2	   9235103.1	   199.99394	        0.06	
3340	  -55306.174	1	2	   9236491.8	         200	        0.06	
3340	  -55450.242	2	1	   9292881.1	   198.91649	 0.059902886	
3340	   -55613.54	3	2	   9251019.5	         200	 0.058150026	
3340	  -55304.046	4	2	     9233669	         200	        0.06	
3340	  -55304.442	5	2	   9231671.4	         200	        0.06	
3340	   -55304.29	6	2	     9234388	         200	        0.06	
3340	  -55363.147	7	2	   9264223.9	   199.50061	        0.06	
3340	  -55304.139	8	2	   9234019.7	         200	        0.06	
3340	  -55304.057	9	2	   9232621.6	         200	        0.06	
3350	  -55306.063		1	   9235883.6	    199.9899	        0.06	
3350	  -55306.174	1	2	   9236491.8	         200	        0.06	
3350	  -55450.242	2	2	   9292881.1	   198.91649	 0.059902886	
3350	   -55613.54	3	2	   9251019.5	         200	 0.058150026	
3350	   -55305.61	4	1	     9233669	   199.98624	        0.06	
3350	  -55304.442	5	2	   9231671.4	         200	        0.06	
3350	   -55304.29	6	2	     9234388	         200	        0.06	
3350	  -55328.056	7	1	   9222134.9	         200	        0.06	
3350	  -55304.139	8	2	   9234019.7	         200	        0.06	
3350	  -55304.057	9	2	   9232621.6	         200	        0.06	
3360	  -55306.063		2	   9235883.6	    199.9899	        0.06	
3360	  -55306.174	1	2	   9236491.8	         200	        0.06	
3360	  -55450.242	2	2	   9292881.1	   198.91649	 0.059902886	
3360	   -55613.54	3	2	   9251019.5	         200	 0.058150026	
3360	   -55305.61	4	2	     9233669	   199.98624	        0.06	
3360	  -55304.442	5	2	   9231671.4	         200	        0.06	
3360	   -55304.29	6	2	     9234388	         200	        0.06	
3360	  -55328.056	7	2	   9222134.9	         200	        0.06	
3360	  -55304.139	8	2	   9234019.7	         200	        0.06	
3360	  -55304.057	9	2	   9232621.6	         200	        0.06	
3370	  -55306.063		2	   9235883.6	    199.9899	        0.06	
3370	  -55306.174	1	2	   9236491.8	         200	        0.06	
3370	  -55450.242	2	2	   9292881.1	   198.91649	 0.059902886	
3370	   -55613.54	3	2	   9251019.5	         200	 0.058150026	
3370	   -55305.61	4	2	     9233669	   199.98624	        0.06	
3370	  -55304.442	5	2	   9231671.4	         200	        0.06	
3370	   -55304.29	6	2	     9234388	         200	        0.06	
3370	  -55328.056	7	2	   9222134.9	         200	        0.06	
3370	  -55304.139	8	2	   9234019.7	         200	        0.06	
3370	  -55304.057	9	2	   9232621.6	         200	        0.06	
3380	  -55306.063		2	   9235883.6	    199.9899	        0.06	
3380	  -55306.174	1	2	   9236491.8	         200	        0.06	
3380	  -55429.344	2	1	   9293864.8	   198.93354	        0.06	
3380	   -55613.54	3	2	   9251019.5	         200	 0.058150026	
3380	   -55305.61	4	2	     9233669	   199.98624	        0.06	
3380	  -55304.442	5	2	   9231671.4	         200	        0.06	
3380	   -55304.29	6	2	     9234388	         200	        0.06	
3380	  -55328.056	7	2	   9222134.9	         200	        0.06	
3380	  -55304.139	8	2	   9234019.7	         200	        0.06	
3380	  -55304.057	9	2	   9232621.6	         200	        0.06	
3390	  -55304.386		1	   9234024.3	   199.99751	        0.06	
3390	  -55304.556	1	1	   9231490.8	         200	        0.06	
3390	  -55429.344	2	2	   9293864.8	   198.93354	        0.06	
3390	   -55613.54	3	2	   9251019.5	         200	 0.058150026	
3390	   -55305.61	4	2	     9233669	   199.98624	        0.06	
3390	  -55304.442	5	2	   9231671.4	         200	        0.06	
3390	   -55304.29	6	2	     9234388	         200	        0.06	
3390	  -55320.469	7	1	   9224039.4	         200	        0.06	
3390	  -55304.139	8	2	   9234019.7	         200	        0.06	
3390	  -55304.057	9	2	   9232621.6	         200	        0.06	
3400	  -55304.141		1	   9234024.3	         200	        0.06	
3400	  -55304.556	1	2	   9231490.8	         200	        0.06	
3400	  -55429.344	2	2	   9293864.8	   198.93354	        0.06	
3400	   -55613.54	3	2	   9251019.5	         200	 0.058150026	
3400	   -55305.61	4	2	     9233669	   199.98624	        0.06	
3400	  -55304.442	5	2	   9231671.4	         200	        0.06	
3400	   -55304.29	6	2	     9234388	         200	        0.06	
3400	  -55320.469	7	2	   9224039.4	         200	        0.06	
3400	  -55304.139	8	2	   9234019.7	         200	        0.06	
3400	   -55304.38	9	1	   9232621.6	   199.99752	        0.06	
3410	  -55304.141		2	   9234024.3	         200	        0.06	
3410	  -55304.556	1	2	   9231490.8	         200	        0.06	
3410	  -55429.344	2	2	   9293864.8	   198.93354	        0.06	
3410	   -55605.13	3	1	   9253221.1	         200	  0.05823018	
3410	   -55305.61	4	2	     9233669	   199.98624	        0.06	
3410	  -55304.442	5	2	   9231671.4	         200	        0.06	
3410	   -55304.29	6	2	     9234388	         200	        0.06	
3410	  -55314.364	7	1	     9225927	         200	        0.06	
3410	  -55304.139	8	2	   9234019.7	         200	        0.06	
3410	  -55304.318	9	1	   9232621.6	   199.99799	        0.06	
3420	  -55304.141		2	   9234024.3	         200	        0.06	
3420	  -55304.556	1	2	   9231490.8	         200	        0.06	
3420	  -55429.344	2	2	   9293864.8	   198.93354	        0.06	
3420	   -55605.13	3	2	   9253221.1	         200	  0.05823018	
3420	   -55305.61	4	2	     9233669	   199.98624	        0.06	
3420	  -55304.442	5	2	   9231671.4	         200	        0.06	
3420	   -55304.29	6	2	     9234388	         200	        0.06	
3420	  -55314.364	7	2	     9225927	         200	        0.06	
3420	  -55304.139	8	2	   9234019.7	         200	        0.06	
3420	  -55304.318	9	2	   9232621.6	   199.99799	        0.06	
3430	  -55304.141		2	   9234024.3	         200	        0.06	
3430	  -55304.556	1	2	   9231490.8	         200	        0.06	
3430	  -55429.344	2	2	   9293864.8	   198.93354	        0.06	
3430	  -55598.316	3	1	   9248573.8	         200	  0.05823018	
3430	   -55305.61	4	2	     9233669	   199.98624	        0.06	
3430	  -55304.442	5	2	   9231671.4	         200	        0.06	
3430	   -55304.29	6	2	     9234388	         200	        0.06	
3430	  -55314.364	7	2	     9225927	         200	        0.06	
3430	  -55304.139	8	2	   9234019.7	         200	        0.06	
3430	  -55304.318	9	2	   9232621.6	   199.99799	        0.06	
3440	  -55304.141		2	   9234024.3	         200	        0.06	
3440	  -55304.556	1	2	   9231490.8	         200	        0.06	
3440	  -55429.344	2	2	   9293864.8	   198.93354	        0.06	
3440	  -55598.316	3	2	   9248573.8	         200	  0.05823018	
